Title,Author,
All Quiet on the Western Front,Erich Maria Remarque,
All Quiet on the Western Front,Erich Maria Remarque,
All Quiet on the Western Front,Erich Maria Remarque,
All Quiet on the Western Front,Erich Maria Remarque,
All Quiet on the Western Front,Erich Maria Remarque,
All Quiet on the Western Front,Erich Maria Remarque,
All Quiet on the Western Front,Erich Maria Remarque,
All Quiet on the Western Front,Erich Maria Remarque,
All Quiet on the Western Front,Erich Maria Remarque,
All Quiet on the Western Front,Erich Maria Remarque,
All Quiet on the Western Front,Erich Maria Remarque,
All Quiet on the Western Front,Erich Maria Remarque,
All Quiet on the Western Front,Erich Maria Remarque,
All Quiet on the Western Front,Erich Maria Remarque,
All Quiet on the Western Front,Erich Maria Remarque,
All Quiet on the Western Front,Erich Maria Remarque,
All Quiet on the Western Front,Erich Maria Remarque,
All Quiet on the Western Front,Erich Maria Remarque,
All Quiet on the Western Front,Erich Maria Remarque,
All Quiet on the Western Front,Erich Maria Remarque,
All Quiet on the Western Front,Erich Maria Remarque,
All Quiet on the Western Front,Erich Maria Remarque,
All Quiet on the Western Front,Erich Maria Remarque,
You're That Bitch,Bretman Rock,
Where We MEet The World,Ashley Ward,
Pharaohs of the Sun,Guy De La Bedoyere,
Your Brain on Art,Susan Magsamen,
Cloud Cuckoo Land,Anthony Doerr,
Mistborn,Brandon Sanderson,
A History of the World in 6 Glasses,Tom Standage,
Wanderlust,Reid Mitenbuler,
175+ Things to Do Before you graduate College,Charlotte Lake,
Hundred What you Learn in a lifetime,Heike Faller,
"Guns, Germs, and Steel",Jared Diamond,
On The Origin of Time,Thomas Hertog,
We ARe Electric,Sally Adee,
The Magick of Physics,Felix Flicker,
When Women Were Dragons,Kelly Barnhill,
A Short History of the World in 50 Animals,Jacob F. Field,
The Happy Broadcast,Mauro Gatti,
Cat's Cradle,Kurt Vonnegut,
Enders Game,Orson Scott Card,
Enders Game,Orson Scott Card,
Substitue Creature,Chris Gall,
National Parks of the USA,Kate Siber,
Monkey Buisness,Wallace Edwards,
THe Arrival ,Shaun Tan,
Rapunzel,Brothers Grimm,
King Bidgood's In the Bathtub,Audrey Wood,
What You Do With a Chance?,Kobi Yamada,
Puff the Magic Dragon,Peter Yarrow,
Knuffle Bunny Too,Mo WIllems,
The Very Hungry Caterpillar,Eric Carle,
THe Classic Treasury of Aesop's Fables,Aesop,
Masterpieces Up Close,Claire d'Harcourt,
The Eleventh Hour,Graeme Base,
Dragons Dragons,Eric Carle,
The Adventures of Gary & Harry,Matsumoto Furuya,
Gus was a friendly ghost,Jane Thayer,
Cinderelliot,Mark Ceilley,
The Way Back Home,Oliver Jeffers,
Jack and the Beanstalk,RIchard Walker,
Babushka Baba Yaga,Patricia Pollaco,
You are Special,Max Lucado,
"Click, Clack, Moo Cows that type",Doreen Cronin,
The Hundred and One Dalmatians,Dodie Smith,
The PRincess and the Pea,Lauren Child,
Animals Animals,Eric Carle,
Illuminations ,Jonathan Hunt,
Homer Price,Robert Mc Closkey,
The Master Theorem,M,
The Master Theorem Elite,M,
Maker Lab,Jack Andraka,
"John, Paul, George, & Ben",Lane Smith,
Winter's Gift,Jane Monroe Donovan,
The Bad Seed,Jory John,
Last Stop on Market Street,Christina Robinison,
Princess Hyacinth,Florence Perry Heide,
This is San Francisco,M. Sasek,
Make Way For Ducklings,Robert McCloskey,
The Three Questions,John J Muth,
My Friend Rabbit,Eric Rohmann,
Miss Nelson is Missing,James Marshall,
Rafa Counts on Papa,Joe Cepeda,
Strong Stuff,John Harris,
Big Wig,Johnathan Hillman,
Wild About Books,Judy Sierra,
Eyes that Speak to the Stars,Joanna Ho,
You are My favorite Color,Gillian Sze,
Rafa Counts on Papa,Joe Cepeda,
Kalamata's Kitchen,Sarah Thomas,
THis is A School,Miller Jackson,
DrThe Lorax,Dr. Seuss,
Freedom in Congo Square,Weatherford,
Not A Stick,,
The Merry Chase,Hurd,
Not Quite Narwhal,Sima,
"Alexander and the Terribe, Horrible, No Good, Very Bad Day",Judith Vorst,
MIster Seahorse,Eric Carle,
Stanley,Hoff,
The Quiltmaker's journey,Brumbeau de Marcken,
Women in Art,Ignotofsky,
The Antlered Ship,,
The Aurora County All-Stars,Debora Wiles,
Someday,,
The Book With no Pictures,B.J. Novak,
Cinderella,Rylant Blair,
The Cricket in the Square,Selden,
A is for Array,Branden Hansen,
Tell me a Scary Story ... but not too scary!,Carl Reiner,
The Man Who walked between the towers,Gerstein,
Little Lit,Spiegelman,
The Street Beneath my Feet,Guilan,
An Ode to the Fresh Cut,,
The Day Crayons Came Home,,
"Rosie Reviere, Engineer",,
I love you Like Yellow,,
The Curious Garden,Peter Brown,
The Grouchy Ladybug,Eric Carle,
The Long Jump,F. Cavallio,
The Day the Crayons Quit,Drew Daywalt,
The Day the Crayons Quit,Drew Daywalt,
Big Feelings,Alexandra Penfold,
The Color Monster,Anna Llenas,
Dragons Love Tacos,Rubin Salmeri,
Dragons Love Tacos,Rubin Salmeri,
Captain Snout and The Super Power Questions,Amen,
"Iggy Peck, Architect",,
"Aaron Slater, Illustrator",,
I Dream of Popo,,
Giraffes Can't Dance,,
Eyes that Kiss in the Corners,,
The Cool Bean,,
The Good Egg,,
The Smart Cookie,,
Laxmi's Mooch,,
Whats Inside A flower,,
Turning Pages,,
Piggle,,
We,Yevgeny Zamyatin,
"The Boy with Big, Big Feelings",,
Round is a tortilla,,
What do you do with an idea,,
what do you do witha problem,,
Yes we Will,,
The Glass Slipper,,
We are Grateful,,
Just Ask!,,
PrideL The Story of Harvey Milk and the Rainbow Flag,,
Twas the Night before Pride,,
"Cats, Cat breeds & Cat Care",,
When Lola Visits,,
THe eyebrows of doom,,
The Year we learned to Fly,,
That is not a good idea,,
"Alexander and the Terribe, Horrible, No Good, Very Bad Day",,
"Time to Say ""please""!",,
Beautiful Oops,Barney Saltzberg,
Gangster Doodles,Marlon Sassy,
Queer Heroes,Arabelle Sicardi,
Daughter of the Pirate King,Tricia Levenseller,
The Travel Book,Lonely Planet Kids,
Chicken Dance,Santat,
,,
The Space Shuttle,Rolland Miller,
Scribbles,Tano Gami,
Alphonse Mucha: Make Your Own Art Masterpiece,David Jones,
Doodle Allyear ,Tano Gami,
Enchanted,Karen Sue Chen,
Color Yourself Calm Creativity,ePaul Heussenstamm,
Secret Worlds,Karen Sue Chen,
Anxiety Relief Coloring Books For Adults,,
Tiny World,Coco Wyo,
The Princess Bride,Rachel Curtis,
Cities of the Mind Coloring Book,Raissa Tinoco,
Doodles,Tano Gami,
Ophelia Pang's Interactive Artbook,,
Science The Definitive Visual Guide,,
Photography The Definitive Visual History,,
Women,,
The Making of ,,
Nature's Pallet,Patrick Baty,
Capturing Nature,Matthew Zucker,
Art the Definittive Visual Guide,,
Art II ,The Metropolotin mesuem of art,
Art II ,The Metropolotin mesuem of art,
The Ultimate Sneaker Book,,
Queen THe Neal Preston Photographs,,
lOliver Jeffers,,
The Female Lead Volume II,,
Crosscurrents,,
Let's get gardening,,
Songteller,Dolly Parton,
Drawing fantastic Female Fighters,,
How to Draw Manga Furries,,
Creative Lettering and Beyond,,
How to Draw Superheroes,,
Meditations on the Tarot,,
50 Art movements you should know,,
Alphonse Mucha Masterworks,,
Vincent Van Gogh Masterworks,,
Art Nouveau,,
Art Nouveau & the Vienna Secessionists,,
Claude MOnet Water Lilies & The Garden of Giverny,,
I Feel that ,Christina Scotch,
Crystals,Jennie Harding,
Van Gogh,Ingo F. Walther,
Women Artists and the Surrealist Movement,Whitney Chadwick,
Encyclopedia of Aquarium & Pond Fish,,
Drawing Anime Faces and Feelings,Studio Hard Deluxe,
The Lettering WOrkshops,Chouquet,
Draw 62 Characters and make them cute,Heegyum Kim,
Cute Chibi Animals,Phoebe im,
Doodle Days,Jane Maday,
Money,Daniel Wildenstein,
Spectacle,National Geographic,
365 Days of Creativity,Lorna Scobie,
365 Days of Art,Lorna Scobie,
365 Days of Drawing,Lorna Scobie,
Cosplay,ANdrew Liptak,
LOteria,Cynthia Pelayo,
Picturing Resistance,,
The Dunk Book,,
The Fashion Book,,
Art a visual History,Robert Dumming,
Doodletopia Manga,Hart,
The Monster book of Manga,Jorge Balaguer,
The Art Book,,
The Art of Eric Carle,,
Ansel Adam's Yosemite ,Ansel Adams,
Film for Her,Carloto ,
TO See Takes time ,Georgia O Keeffe7,
Magritte ,Alex Danchev,
New Native Kitchen,Bitsoie,
The Sioux Chef's Indigenous Kitchen,,
Mumbai Modern,,
The Official Black Spire Outpost Cookbook,,
How To Cook Everything Fast,Bittman,
How to Cook everything,Bittman,
My America ,Kwame Onwuachi,
Trejo's Tacos,Danny Trejo,
How to Cook Everything Vegetarian,Bittman,
Salt Fat Acid Heat,Samin Nosrat,
Pieometry,Laureno Ko,
The New Camp Cookbook,Linda Ly,
Kawaii Sweet World,Rachel Fong,
The Complete Cookbook for Teen Chefs,America's Test Kitchen,
The Happy Planet Cookbook,Eva Fox,
Essentials of Classic Italian Cooking,Marcella Hazan,
The Recipies of Record,Amanda Hesser,
The Complete America's Test Kitchen,America's Test Kitchen,
A break with Charity,Ann Rinaldi,
The Ampire's Promise,Caroline B. Cooney,
The Unleashed,Danielle Vega,
The Book of Kindly Deaths,Eldritch Black,
Family Of Liars,E. Lockhart,
The Weed that strings the hangman's bag,Alan Bradley,
The Weed that strings the hangman's bag,Alan Bradley,
Speaking from Among the Bones,Alan Bradley,
As Chimney Sweepers come to dust,Alan Bradley,
THe Grave's a fine and Private place,Alan Bradley,
A Red Herring without mustard,Alan Bradley,
I am Half-Sick of Shadows,Alan Bradley,
The Golden Tresses of the Dead,Alan Bradley,
The Sweetness bottom of the Pie,Alan Bradley,
Spellbound,F.T.Lukens,
The Souther Book Club's guide to slaying Vampires,Hendrix,
Lost,Gregory Maguire,
Twelth Grades KIlls,Heather Brewer,
Tenth GRade Bleeds,Heather Brewer,
Eigth grade bites,Heather Brewer,
Eleventh Grade Burns,Heather Brewer,
Tales of a fourth grade nothing,Judy Blume,
Paranormalcy,White,
Girl of Nightmares,Kendare Blake,
Trial by Journal,Klise,
The Sweet Far Thing,Libba Bray,
Rebel Angels,Libba Bray,
Ghost Girl,Lesley Thomson,
Red is for Rememberance,Stolarz,
Red is for Rememberance,Stolarz,
White is for Magic,Stolarz,
Silver is for Secrets,Stolarz,
Silver is for Secrets,Stolarz,
Silver is for Secrets,Stolarz,
Pinata,Leopoldo Gout,
A Great and Terrible Beauty,Libba Bray,
The Graveyard Book,Gaiman,
Catching Fire,Suzanne Collins,
Mocking Jay,Suzanne Collins,
Xenocide,Orson Scott Card,
Speaker for the Dead,Orson Scott Card,
Shadow of the Hegemon,Orson Scott Card,
Enders Game,Orson Scott Card,
Enders Game,Orson Scott Card,
Divergent,Veronica Roth,
Allegiant,Veronica Roth,
Pretties,Scott Westerfeld,
Specials,Scott Westerfeld,
The Two Towers,J.R.R.Tolkien,
The Giver,Lois Lowry,
The Handmaid's Tale,Margaret Atwood,
Farenheit 451,Ray Bradbury,
THe Apocalypse Seven,Gene Doucette,
Cryptonomicon,Neal Stephenson,
Farenheit 451,Ray Bradbury,
Shatter City,Scott Westerfeld,
Pretties,Scott Westerfeld,
Pretties,Scott Westerfeld,
Pretties,Scott Westerfeld,
Specials,Scott Westerfeld,
Specials,Scott Westerfeld,
Extras,Scott Westerfeld,
Extras,Scott Westerfeld,
Farenheit 451,Ray Bradbury,
Something Wicked This Way Comes,Ray Bradbury,
Farenheit 451,Ray Bradbury,
Impostors,Scott Westerfeld,
The Hunger Games,Suzanne Collins,
The Tiger in the Well,Philip Pullman,
The Shadown In the North,Philip Pullman,
THe Resistance,Gemma Malley,
Fledgling,Octavia E. Butler,
Unwholy,Neal Shusterman,
Unsouled,Neal Shusterman,
Undivided,Neal Shusterman,
The Handmaid's Tale,Margaret Atwood,
The Handmaid's Tale,Margaret Atwood,
The Testaments,Margaret Atwood,
The Handmaid's Tale,Margaret Atwood,
How it Happened in Peach Hill,Marthe Jocyln,
The Clockwork Three,Matthew J. Kirby,
The Host,Stephine Meyer,
The Moon is a Harsh Mistress,Robert A. Heinlein,
Legend,Marie Lu,
The Young Elites,Marie Lu,
Legend,Marie Lu,
Prodigy,Marie Lu,
Troubling a Star,Madeline L'Engle,
A Wrinkle in Time,Madeline L'Engle,
Gathering Blue,Lois Lowry,
Messenger,Lois Lowry,
Son,Lois Lowry,
Cat's Cradle,Kurt Vonnegut,
The Scorch Trials,James Dashner,
The Fever Code,James Dashner,
The Death Cure,James Dashner,
The Death Cure,James Dashner,
The KIll Order,James Dashner,
Oryx and Crake,Margaret Atwood,
The Year of The Flood,Margaret Atwood,
Maddaddam,Margaret Atwood,
Franny and Zooey,J.D.Salinger,
The Time Machine,H.G.Wells,
Children of Dune,Frank Herbert,
Fallout,Ellen Hopkins,
Glass,Ellen Hopkins,
Ready Player Two,Ernest Cline,
Ready Player Two,Ernest Cline,
Ready Player Two,Ernest Cline,
Ready Player Two,Ernest Cline,
Blindness,Jose Saramago,
Life the Universe and Everything,Douglas Adams,
The Restaurant at the end of the universe,Douglas Adams,
The Hitchhikers Guide to the Galaxy,Douglas Adams,
The Road,Cormag McCarthy,
Flowers for Algernon,Daniel Keyes,
The Age of Miracles,Karen Thompson Walker,
Something Wicked This Way Comes,Ray Bradbury,
Alien Invasion,Brian Yansky,
Point Blank,Anthony Horowitz,
Skeleton Key,Anthony Horowitz,
Ark Angel,Anthony Horowitz,
Reached,Ally Condie,
Crossed ,Ally Condie,
Matched,Ally Condie,
Matched,Ally Condie,
The Doors of Perception,Aldous Huxley,
Brave New World,Aldous Huxley,
Freedom's Challenge,Anne McCaffrey,
Dead Astronauts,Jeff Vandermeer,
Avril Crump and Her Amazing Clones,Angela Woolfe,
Dead in the Water,Stuart Woods,
The Angel Maker,Alex North,
The Island,Natasha Preston,
The Fear,Natasha Preston,
The Maid,Nita Prose,
Magpie,Elizabeth Day,
Deathwatch,Robb White,
Neverworld Wake,Marisha Pessl,
Run,Ann Patchett,
Delirium Stories,Lauren Oliver,
Pandemonium,Lauren Oliver,
Requiem,Lauren Oliver,
Blue is for Nightmares,Laurie Faria Stolarz,
Midnight Voices,John Saul,
The Case of the Missing Marquess,Nancy Springer,
Cryptonomicon,Neal Stephenson,
Dracula,Bram Stoker,
Frakenstein: The 1818 Text,Mary SHelly,
What's Left of Me Is Yours,Stephanine Scott,
Dead Ringer,Lisa Scottoline,
The Silent Girls ,Erick Rickstad,
The Westing Game,Ellen Raskin,
Operation Typhoon Shore,Joshua Mowill,
Operation Red Jericho,Joshua Mowill,
Old Country,Matt Query,
Pearl,JOsh Malerman,
Tinfoil Butterfly,Rachel eve Moulton,
The Mary Shelly Club,Goldy Moldavsky ,
Labyrinth,Kate MOsse,
In The Stone Circle,Elizabeth Cody Kimmel,
Kill Joy,Holly Jackson,
The Cheerleaders,Kaza Thomas,
Misery,Stephen King,
PEt,Akwaeke Emezi,
The Accident,Diane Hoh,
The unbrcoming of Mara dyer,Michelle Hodkin,
Chasing Vermeer,Blue Balliett,
Q is for Quarry,Sue Grafton,
In the Woods,Tana French,
The Late Mrs. Willoughby,Claudia Gray,
THe Musician's Daughter,Susane Dunlap,
The Complete Sherlock Holmes Vol. 1,Sir Arthur Conan Doyle,
As Good as Dead,Holly Jackson,
The Lake House,Sarah Beth Derst,
The Twin,Natasha Preston,
Quiet,Susan Cain,
No Way Home,Jody Feldman,
THe Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,
The Legacy,Gemma Malley,
The Stranger,Albert Camus,
Cross My Heart and Hope to Spy,Ally Carter,
Don't Judge A Girl by Her Cover,Ally Carter,
Only the Good Spy Young,Ally Carter,
"Out of Sight, Out of Time",Ally Carter,
United We spy,Ally Carter,
And Then There were None,Agatha Christe,
Missing Dead Girls,Sara Walters,
Deadline,Chris Crutcher,
Go Tell it on the MOuntain,James Baldwin,
The Drowned World,J.G. Ballard,
Shakespeares Secret,Elise Broach,
Sudden Death,Rita Mae Brown,
A Wicked Magic,Sasha Laurens,
The Song of Wrath,Sarah Raughley,
Behemoth,Scott Westerfeld,
Breaking Dawn,Stephine Meyer,
Breaking Dawn,Stephine Meyer,
Eclipse ,Stephine Meyer,
New Moon,Stephine Meyer,
New Moon,Stephine Meyer,
New Moon,Stephine Meyer,
New Moon,Stephine Meyer,
Twilight,Stephine Meyer,
Last Dance,Linda Joy Singleton,
Last Dance,Linda Joy Singleton,
Last Dance,Linda Joy Singleton,
Last Dance,Linda Joy Singleton,
Witch Ball,Linda Joy Singleton,
Witch Ball,Linda Joy Singleton,
Witch Ball,Linda Joy Singleton,
Sword Play,Linda Joy Singleton,
Sword Play,Linda Joy Singleton,
Sword Play,Linda Joy Singleton,
Fatal Charm,Linda Joy Singleton,
Fatal Charm,Linda Joy Singleton,
Fatal Charm,Linda Joy Singleton,
Fatal Charm,Linda Joy Singleton,
Fatal Charm,Linda Joy Singleton,
Untamed,Kristin Cast,
Tempted ,Kristin Cast,
Sleeping Beauty ,Phillip Margolin,
Swing,Kwame Alexander,
Black Food,Bryant Terry,
Watermelon & Red Birds,Nicole A. Taylor,
Open Wide the Freedom Gates,Dorothy Height,
Food Feminism,MIkki Kendall,
The Poet X,Acevado,
Dear Martin,Nic Stone,
The Brief Wondrous Life of Oscar Wao,Junot Diaz,
A Raisin in the Sun,LOrraine Hansberry ,
Piecing Me Together,Watson,
Dear Justyce,Nic Stone,
A Suprised Queenhood in the New Black Sun,Angela Jackson,
The Sum of Us,Heather McGhee,
Kaffir Boy,Mark Mathabane,
The New Jim Crow,Michelle Alexander,
The Souls of Black Folk,Du Bois,
Astrophysics for people in a Hurry,Neil De Grasse Tyson,
Rite of Passage,Richard Wright,
Hidden Figures,Shetterly,
Calvin,Kayla Harren,
The Light We Carry ,Michelle Obama,
How to Be An Antiracist,Ibram X. Kendi,
James Baldwin,David Leeming,
Concrete Rose,Angie Thomas,
Native Son,Richard Wright,
Game Changers,Chine-Ransome,
Their Eyes were Watching God,Zora Neale Hurston,
Things Fall Apart,Chinua Achebe,
The Hate U Give,Angie Thomas,
Speak,Laurie Halse Anderson,
Warcross,Marie Lu,
Good Omens,Terry Pratchet,
The Late Homecomer,Kao Kalia Yang,
The Late Homecomer,Kao Kalia Yang,
The Late Homecomer,Kao Kalia Yang,
The Things they Carried,Tim O'Brien,
The House on Mango Street,Sandra Cisneros,
The House on Mango Street,Sandra Cisneros,
The House on Mango Street,Sandra Cisneros,
The House on Mango Street,Sandra Cisneros,
Good Omens,Terry Pratchet,
Raisin in the Sun,Lorraine Hansberry,
Dear Martin,Nic Stone,
Ready Player One,Ernest Cline,
Chamion,Marie Lu,
Saphique,Catherine Fisher,
The Invention of Hugo Cabret,Brian Selznick,
Life Mask,Emma Donoghue,
Akin,Emma Donoghue,
THe Song of Achilies,Madeline Miller,
The Silence of the Girls,Pat Barker,
Dad Jokes,,
A Fearlest Heart,,
Bowlaway,Elizabeth McCRacken,
Fall,Neal Stephenson,
From the Mout of the Whale,Sjn,
Tragedy,Laurence Michel,
Rhymes Reason,John Hallder,
How Music Works,David Byrne,
The Corrections,Jonathan Franzen,
The Good Lord Bird,James McBride,
George,Frieda Hughes,
The Thursday Murder Club,Richard Osman,
Cryptonomicon,Neal Stephenson,
The Arabian Nights,Husain Haddawy,
The Well Wrought Urn,Cleanth Brooks,
Guide To Great Themes in Drama,,
The Pull of the Stars,Emma Donoghue,
Circe,Madeline Miller,
"Good Girl, Bad Blood",Holly Jackson,
The Internet is NOt what you think it is,Justin E. H. Smith,
The Left Hand of Darkness,Ursula K Le Guin,
The Prince and the Dressmaker,Jen Wang,
The Alchemist,Paulo Coelho,
The House on Mango Street,Sandra Cisneros,
Lessons in Chemistry,Bonnie Garmus,
The Power,Naomi Alderman,
An Illustrated Book of Bad Arguments,Ali Almossawi,
An Illustrated Book of Loaded Language,Ali Almossawi,
Divergent,Veronica Roth,
Allegiant,Veronica Roth,
Neverwhere,Neil Gaiman,
So This is Ever After,F. T. Lukens,
Animal Farm,George Orwell,
Crying in H Mart,Michelle Zauner,
The First To Die At the End,Silvera,
Scythe,Shusterman,
Great Bear Lake,Hunter,
THe Amzing Dr. Ransoms Beastiary,Wilson ,
THe Amzing Dr. Ransoms Beastiary,Wilson ,
Matched,Ally Condie,
The Quest Begins,Erin Hunter,
How to read literature like a professor,Thomas C. Foster,
A peculiar Peril,Jeff VanderMeer,
You'd Be home by now,Kathleen Glasgow,
If i stay,Gayle Forman,
All my rage ,Sabaa Tahir,
Farenheit 451,Ray Bradbury,
The power,Naomi Alderman,